id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
316;Wing A;36987-2486;Complete inspection;Destroyed;true;true;true;color consistency verified;2024-11-21;ftp://inspection-server/aircraft/B787/Wing A/36987-2486/2024-11-21;VALIDATED;1;2024-11-23 23:42:49;2024-11-21 06:55:49;10;2024-11-23 23:42:49;1;false
317;Cockpit window;54569-3322;Complete inspection;Good;true;false;false;;2025-02-03;ftp://inspection-server/aircraft/B777/Cockpit window/54569-3322/2025-02-03;VALIDATED;1;2025-02-09 03:59:26;2025-02-03 21:26:51;6;2025-02-09 03:59:26;1;false
318;Flap;68828-075;Complete inspection;Average;true;true;false;;2025-01-15;ftp://inspection-server/aircraft/Flap/68828-075/2025-01-15;VALIDATED;2;2025-01-19 12:04:13;2025-01-15 12:59:11;4;2025-01-19 12:04:13;2;false
319;Landing gear;52959-579;Camera only;Average;true;false;false;;2025-04-12;ftp://inspection-server/aircraft/Landing gear/52959-579/2025-04-12;VALIDATED;3;2025-04-13 14:55:45;2025-04-12 20:06:34;7;2025-04-13 14:55:45;3;false
320;Cockpit window;51079-126;Rotating table plus camera;Not good;true;true;true;;2025-02-25;ftp://inspection-server/aircraft/B787/Cockpit window/51079-126/2025-02-25;VALIDATED;1;2025-03-01 12:14:08;2025-02-25 15:01:49;4;2025-03-01 12:14:08;1;false
321;Fuselage panel;0113-0404;Complete inspection;Not good;true;false;false;weight recorded;2025-05-28;ftp://inspection-server/aircraft/Fuselage panel/0113-0404/2025-05-28;VALIDATED;1;2025-05-31 23:19:12;2025-05-28 00:43:53;10;2025-05-31 23:19:12;1;false
322;Elevator;59779-335;Rotating table plus camera;Really bad;false;true;true;;2024-10-28;ftp://inspection-server/aircraft/A380/Elevator/59779-335/2024-10-28;PENDING;;;2024-10-28 13:00:15;4;;;false
323;Wing A;25021-140;Big robot arm;Average;false;true;false;;2024-11-25;ftp://inspection-server/aircraft/B787/Wing A/25021-140/2024-11-25;VALIDATED;2;2024-11-26 21:06:18;2024-11-25 02:04:16;4;2024-11-26 21:06:18;2;false
324;Aileron;60760-239;Gantry system;Average;true;false;false;;2025-04-22;ftp://inspection-server/aircraft/B787/Aileron/60760-239/2025-04-22;PENDING;;;2025-04-22 08:28:49;10;;;false
325;Wing A;59115-065;Camera only;Good;false;true;false;;2025-04-22;ftp://inspection-server/aircraft/A320neo/Wing A/59115-065/2025-04-22;PENDING;;;2025-04-22 09:48:26;9;;;false
326;Elevator;52584-805;Gantry system;Really bad;true;false;true;material composition checked;2024-11-23;ftp://inspection-server/aircraft/B747/Elevator/52584-805/2024-11-23;VALIDATED;2;2024-11-26 18:50:44;2024-11-23 07:16:29;6;2024-11-26 18:50:44;2;false
327;Elevator;68703-043;Camera only;Average;true;true;false;;2024-08-03;ftp://inspection-server/aircraft/A350/Elevator/68703-043/2024-08-03;VALIDATED;1;2024-08-10 07:26:18;2024-08-03 07:30:13;7;2024-08-10 07:26:18;1;false
328;Rudder;0268-6677;Gantry system;Average;false;true;false;;2024-12-16;ftp://inspection-server/aircraft/Rudder/0268-6677/2024-12-16;VALIDATED;2;2024-12-20 07:44:21;2024-12-16 05:26:56;6;2024-12-20 07:44:21;2;false
329;Fuselage panel;0832-0400;Rotating table plus camera;Not good;false;false;true;;2025-04-01;ftp://inspection-server/aircraft/A350/Fuselage panel/0832-0400/2025-04-01;PENDING;;;2025-04-01 03:47:16;6;;;false
330;Landing gear;16590-101;Big robot arm;Not good;false;true;false;material composition checked;2024-10-31;ftp://inspection-server/aircraft/Landing gear/16590-101/2024-10-31;VALIDATED;3;2024-11-06 18:15:59;2024-10-31 13:51:54;7;2024-11-06 18:15:59;3;false
331;Aileron;49884-136;Rotating table plus camera;Really bad;false;true;true;packaging condition assessed;2024-11-14;ftp://inspection-server/aircraft/Aileron/49884-136/2024-11-14;VALIDATED;2;2024-11-19 09:19:56;2024-11-14 12:21:22;9;2024-11-19 09:19:56;2;false
332;Elevator;0378-1430;Complete inspection;Average;true;true;false;material composition checked;2025-06-05;ftp://inspection-server/aircraft/B777/Elevator/0378-1430/2025-06-05;VALIDATED;3;2025-06-06 00:36:51;2025-06-05 17:31:10;4;2025-06-06 00:36:51;3;false
333;Elevator;62670-4591;Gantry system;Not good;false;true;false;packaging condition assessed;2024-11-10;ftp://inspection-server/aircraft/B747/Elevator/62670-4591/2024-11-10;VALIDATED;1;2024-11-15 05:08:37;2024-11-10 12:54:16;5;2024-11-15 05:08:37;1;false
334;Tail fin;33261-393;Camera only;Not good;false;false;true;color consistency verified;2024-08-04;ftp://inspection-server/aircraft/B737/Tail fin/33261-393/2024-08-04;PENDING;;;2024-08-04 06:41:17;6;;;false
335;Engine cover;63739-469;Gantry system;Almost perfect;false;false;false;surface finish inspected;2024-12-30;ftp://inspection-server/aircraft/A320neo/Engine cover/63739-469/2024-12-30;VALIDATED;2;2024-12-31 01:38:10;2024-12-30 05:01:14;7;2024-12-31 01:38:10;2;false
336;Elevator;68094-205;Rotating table plus camera;Really bad;true;true;false;surface finish inspected;2024-12-22;ftp://inspection-server/aircraft/A320neo/Elevator/68094-205/2024-12-22;VALIDATED;1;2024-12-28 13:07:47;2024-12-22 17:15:04;8;2024-12-28 13:07:47;1;false
337;Rudder;37000-185;Complete inspection;Almost perfect;false;false;false;;2025-01-27;ftp://inspection-server/aircraft/B737/Rudder/37000-185/2025-01-27;VALIDATED;1;2025-01-27 19:14:12;2025-01-27 10:14:33;6;2025-01-27 19:14:12;1;false
338;Elevator;55154-9410;Big robot arm;Average;false;true;true;material composition checked;2025-04-10;ftp://inspection-server/aircraft/Elevator/55154-9410/2025-04-10;VALIDATED;1;2025-04-15 22:08:43;2025-04-10 06:14:12;5;2025-04-15 22:08:43;1;false
339;Aileron;55154-3482;Camera only;Average;false;false;true;;2025-04-22;ftp://inspection-server/aircraft/B787/Aileron/55154-3482/2025-04-22;PENDING;;;2025-04-22 07:31:05;8;;;false
340;Engine cover;33261-737;Complete inspection;Good;false;false;true;;2025-04-17;ftp://inspection-server/aircraft/Engine cover/33261-737/2025-04-17;VALIDATED;2;2025-04-21 10:24:03;2025-04-17 05:56:59;5;2025-04-21 10:24:03;2;false
341;Fuselage panel;52072-001;Camera only;Average;true;false;true;;2024-12-09;ftp://inspection-server/aircraft/A380/Fuselage panel/52072-001/2024-12-09;VALIDATED;2;2024-12-15 05:04:20;2024-12-09 03:17:55;8;2024-12-15 05:04:20;2;false
342;Tail fin;0132-0185;Rotating table plus camera;Almost perfect;false;false;false;surface finish inspected;2025-02-08;ftp://inspection-server/aircraft/A350/Tail fin/0132-0185/2025-02-08;PENDING;;;2025-02-08 10:06:31;5;;;false
343;Aileron;37205-692;Camera only;Average;true;false;false;weight recorded;2025-02-28;ftp://inspection-server/aircraft/B737/Aileron/37205-692/2025-02-28;VALIDATED;1;2025-03-03 05:42:42;2025-02-28 00:01:31;5;2025-03-03 05:42:42;1;false
344;Cockpit window;54569-2198;Gantry system;Average;true;false;true;material composition checked;2024-12-07;ftp://inspection-server/aircraft/B787/Cockpit window/54569-2198/2024-12-07;PENDING;;;2024-12-07 02:45:26;10;;;false
345;Flap;68462-245;Camera only;Average;true;false;true;color consistency verified;2024-09-05;ftp://inspection-server/aircraft/B737/Flap/68462-245/2024-09-05;PENDING;;;2024-09-05 13:16:31;5;;;false
346;Rudder;49884-214;Rotating table plus camera;Destroyed;true;true;true;packaging condition assessed;2025-01-26;ftp://inspection-server/aircraft/B747/Rudder/49884-214/2025-01-26;VALIDATED;2;2025-01-27 14:43:59;2025-01-26 21:53:02;5;2025-01-27 14:43:59;2;false
347;Aileron;49288-0281;Camera only;Not good;false;false;true;dimensions measured;2025-01-30;ftp://inspection-server/aircraft/B777/Aileron/49288-0281/2025-01-30;VALIDATED;3;2025-01-31 13:32:40;2025-01-30 13:32:40;6;2025-01-31 13:32:40;3;false
348;Elevator;0699-5727;Gantry system;Not good;false;true;false;surface finish inspected;2024-12-03;ftp://inspection-server/aircraft/Elevator/0699-5727/2024-12-03;PENDING;;;2024-12-03 01:00:02;10;;;false
349;Elevator;49035-158;Gantry system;Not good;false;false;true;;2025-03-06;ftp://inspection-server/aircraft/B777/Elevator/49035-158/2025-03-06;VALIDATED;3;2025-03-11 04:52:59;2025-03-06 12:29:07;5;2025-03-11 04:52:59;3;false
350;Rudder;64942-1332;Rotating table plus camera;Really bad;true;false;true;;2024-12-02;ftp://inspection-server/aircraft/B777/Rudder/64942-1332/2024-12-02;PENDING;;;2024-12-02 18:22:22;10;;;false
351;Tail fin;67858-001;Big robot arm;Average;false;true;true;packaging condition assessed;2024-11-16;ftp://inspection-server/aircraft/A350/Tail fin/67858-001/2024-11-16;VALIDATED;3;2024-11-16 20:58:12;2024-11-16 02:34:43;6;2024-11-16 20:58:12;3;false
352;Aileron;55910-693;Complete inspection;Average;true;false;false;;2024-09-23;ftp://inspection-server/aircraft/A320neo/Aileron/55910-693/2024-09-23;REJECTED;;;2024-09-23 03:18:08;6;;;false
353;Landing gear;36987-2916;Complete inspection;Destroyed;true;true;true;;2024-07-13;ftp://inspection-server/aircraft/B747/Landing gear/36987-2916/2024-07-13;PENDING;;;2024-07-13 14:51:29;10;;;false
354;Elevator;55154-0216;Camera only;Average;false;true;true;;2024-06-16;ftp://inspection-server/aircraft/A350/Elevator/55154-0216/2024-06-16;VALIDATED;3;2024-06-20 12:26:11;2024-06-16 12:49:26;9;2024-06-20 12:26:11;3;false
355;Wing A;52125-379;Camera only;Really bad;true;true;false;color consistency verified;2024-11-29;ftp://inspection-server/aircraft/B747/Wing A/52125-379/2024-11-29;VALIDATED;1;2024-12-05 00:59:28;2024-11-29 18:08:39;9;2024-12-05 00:59:28;1;false
356;Tail fin;59762-0702;Camera only;Good;false;false;false;;2025-03-24;ftp://inspection-server/aircraft/A320neo/Tail fin/59762-0702/2025-03-24;PENDING;;;2025-03-24 02:26:01;10;;;false
357;Flap;47335-788;Camera only;Average;false;true;true;weight recorded;2024-09-13;ftp://inspection-server/aircraft/B747/Flap/47335-788/2024-09-13;VALIDATED;3;2024-09-19 06:08:14;2024-09-13 05:08:10;10;2024-09-19 06:08:14;3;false
358;Cockpit window;50184-1030;Big robot arm;Not good;false;true;false;color consistency verified;2024-08-29;ftp://inspection-server/aircraft/A350/Cockpit window/50184-1030/2024-08-29;VALIDATED;2;2024-09-02 22:44:04;2024-08-29 08:45:13;6;2024-09-02 22:44:04;2;false
359;Cockpit window;55289-048;Rotating table plus camera;Not good;false;true;false;;2025-04-22;ftp://inspection-server/aircraft/A380/Cockpit window/55289-048/2025-04-22;VALIDATED;1;2025-04-23 16:16:38;2025-04-22 08:47:20;10;2025-04-23 16:16:38;1;false
360;Rudder;61703-332;Camera only;Good;true;false;false;surface finish inspected;2024-10-24;ftp://inspection-server/aircraft/B787/Rudder/61703-332/2024-10-24;VALIDATED;2;2024-10-30 01:01:53;2024-10-24 19:49:45;4;2024-10-30 01:01:53;2;false
361;Elevator;51079-513;Rotating table plus camera;Average;false;true;false;;2024-09-18;ftp://inspection-server/aircraft/Elevator/51079-513/2024-09-18;VALIDATED;3;2024-09-22 07:37:27;2024-09-18 04:48:19;5;2024-09-22 07:37:27;3;false
362;Aileron;42043-192;Camera only;Almost perfect;false;false;false;packaging condition assessed;2024-06-28;ftp://inspection-server/aircraft/B777/Aileron/42043-192/2024-06-28;VALIDATED;3;2024-07-02 14:27:54;2024-06-28 17:46:36;5;2024-07-02 14:27:54;3;false
363;Flap;10565-070;Big robot arm;Not good;false;true;true;;2024-08-13;ftp://inspection-server/aircraft/A380/Flap/10565-070/2024-08-13;PENDING;;;2024-08-13 14:13:15;8;;;false
364;Aileron;0179-0118;Rotating table plus camera;Average;true;false;false;;2024-09-23;ftp://inspection-server/aircraft/A320neo/Aileron/0179-0118/2024-09-23;VALIDATED;2;2024-09-25 14:23:15;2024-09-23 07:54:54;8;2024-09-25 14:23:15;2;false
365;Cockpit window;68084-663;Gantry system;Destroyed;true;true;true;;2024-12-10;ftp://inspection-server/aircraft/A380/Cockpit window/68084-663/2024-12-10;VALIDATED;1;2024-12-15 02:50:13;2024-12-10 09:06:46;7;2024-12-15 02:50:13;1;false
366;Cockpit window;69097-151;Complete inspection;Almost perfect;false;false;false;color consistency verified;2024-11-01;ftp://inspection-server/aircraft/B747/Cockpit window/69097-151/2024-11-01;VALIDATED;3;2024-11-02 03:43:44;2024-11-01 17:10:50;9;2024-11-02 03:43:44;3;false
367;Engine cover;10356-820;Rotating table plus camera;Really bad;true;false;true;packaging condition assessed;2024-11-13;ftp://inspection-server/aircraft/A380/Engine cover/10356-820/2024-11-13;VALIDATED;1;2024-11-17 13:05:29;2024-11-13 05:24:32;5;2024-11-17 13:05:29;1;false
368;Aileron;55319-179;Complete inspection;Almost perfect;false;false;false;color consistency verified;2025-05-06;ftp://inspection-server/aircraft/B747/Aileron/55319-179/2025-05-06;VALIDATED;1;2025-05-07 15:45:38;2025-05-06 01:44:35;4;2025-05-07 15:45:38;1;false
369;Flap;68428-719;Camera only;Not good;false;true;false;;2024-10-22;ftp://inspection-server/aircraft/B747/Flap/68428-719/2024-10-22;VALIDATED;1;2024-10-26 17:13:57;2024-10-22 12:23:30;5;2024-10-26 17:13:57;1;false
370;Aileron;55289-781;Complete inspection;Average;true;false;true;;2025-02-25;ftp://inspection-server/aircraft/A350/Aileron/55289-781/2025-02-25;PENDING;;;2025-02-25 01:17:19;6;;;false
371;Landing gear;68151-4504;Rotating table plus camera;Really bad;true;false;true;;2024-07-08;ftp://inspection-server/aircraft/B787/Landing gear/68151-4504/2024-07-08;VALIDATED;2;2024-07-13 09:59:21;2024-07-08 08:46:58;6;2024-07-13 09:59:21;2;false
372;Fuselage panel;49349-849;Complete inspection;Perfect;false;false;false;;2024-08-07;ftp://inspection-server/aircraft/Fuselage panel/49349-849/2024-08-07;VALIDATED;1;2024-08-13 01:39:11;2024-08-07 22:01:09;7;2024-08-13 01:39:11;1;false
373;Tail fin;61957-0310;Complete inspection;Average;true;false;true;;2025-05-04;ftp://inspection-server/aircraft/B747/Tail fin/61957-0310/2025-05-04;REJECTED;;;2025-05-04 20:11:42;9;;;false
374;Flap;55154-8289;Camera only;Good;false;false;true;;2025-03-22;ftp://inspection-server/aircraft/A320neo/Flap/55154-8289/2025-03-22;VALIDATED;2;2025-03-25 05:40:19;2025-03-22 23:47:00;10;2025-03-25 05:40:19;2;false
375;Tail fin;0074-4637;Gantry system;Not good;true;false;true;color consistency verified;2025-04-23;ftp://inspection-server/aircraft/A380/Tail fin/0074-4637/2025-04-23;PENDING;;;2025-04-23 15:14:39;4;;;false
376;Cockpit window;36987-2888;Rotating table plus camera;Really bad;false;true;true;;2024-07-14;ftp://inspection-server/aircraft/Cockpit window/36987-2888/2024-07-14;PENDING;;;2024-07-14 06:19:43;5;;;false
377;Engine cover;68828-164;Complete inspection;Good;false;true;false;dimensions measured;2024-07-05;ftp://inspection-server/aircraft/A350/Engine cover/68828-164/2024-07-05;VALIDATED;1;2024-07-10 05:42:44;2024-07-05 19:49:06;9;2024-07-10 05:42:44;1;false
378;Fuselage panel;35000-800;Big robot arm;Really bad;true;true;false;;2025-04-23;ftp://inspection-server/aircraft/B737/Fuselage panel/35000-800/2025-04-23;VALIDATED;1;2025-04-26 07:13:26;2025-04-23 12:42:03;5;2025-04-26 07:13:26;1;false
379;Engine cover;44118-800;Big robot arm;Average;true;false;true;;2024-06-16;ftp://inspection-server/aircraft/B747/Engine cover/44118-800/2024-06-16;VALIDATED;1;2024-06-16 23:01:28;2024-06-16 08:14:22;8;2024-06-16 23:01:28;1;false
380;Aileron;40057-2001;Big robot arm;Not good;true;false;false;weight recorded;2025-03-07;ftp://inspection-server/aircraft/A380/Aileron/40057-2001/2025-03-07;PENDING;;;2025-03-07 10:26:54;10;;;false
381;Flap;52083-231;Big robot arm;Really bad;true;true;true;;2025-02-21;ftp://inspection-server/aircraft/B737/Flap/52083-231/2025-02-21;VALIDATED;2;2025-02-24 02:54:12;2025-02-21 06:40:53;8;2025-02-24 02:54:12;2;false
382;Engine cover;36987-2447;Rotating table plus camera;Good;false;false;true;surface finish inspected;2025-05-24;ftp://inspection-server/aircraft/B737/Engine cover/36987-2447/2025-05-24;REJECTED;;;2025-05-24 05:06:19;7;;;false
383;Wing A;52257-1100;Complete inspection;Average;true;false;true;material composition checked;2024-10-11;ftp://inspection-server/aircraft/Wing A/52257-1100/2024-10-11;PENDING;;;2024-10-11 23:42:07;7;;;false
384;Flap;10742-1567;Gantry system;Really bad;true;true;true;;2025-04-17;ftp://inspection-server/aircraft/A320neo/Flap/10742-1567/2025-04-17;PENDING;;;2025-04-17 06:23:06;6;;;false
385;Engine cover;49288-0207;Complete inspection;Not good;true;false;true;material composition checked;2024-08-21;ftp://inspection-server/aircraft/B737/Engine cover/49288-0207/2024-08-21;PENDING;;;2024-08-21 14:50:08;10;;;false
386;Engine cover;24236-705;Complete inspection;Not good;true;true;false;;2024-07-05;ftp://inspection-server/aircraft/A380/Engine cover/24236-705/2024-07-05;PENDING;;;2024-07-05 19:53:28;8;;;false
387;Engine cover;13537-604;Big robot arm;Not good;false;true;true;;2024-08-09;ftp://inspection-server/aircraft/B777/Engine cover/13537-604/2024-08-09;VALIDATED;3;2024-08-15 05:36:12;2024-08-09 06:28:46;4;2024-08-15 05:36:12;3;false
388;Landing gear;36987-1057;Gantry system;Average;false;true;false;;2024-12-09;ftp://inspection-server/aircraft/B737/Landing gear/36987-1057/2024-12-09;PENDING;;;2024-12-09 07:44:09;4;;;false
389;Aileron;48951-8034;Rotating table plus camera;Really bad;false;true;true;packaging condition assessed;2024-09-24;ftp://inspection-server/aircraft/B787/Aileron/48951-8034/2024-09-24;VALIDATED;3;2024-09-27 02:49:37;2024-09-24 17:00:51;9;2024-09-27 02:49:37;3;false
390;Tail fin;58503-062;Big robot arm;Almost perfect;false;false;false;;2024-11-05;ftp://inspection-server/aircraft/B747/Tail fin/58503-062/2024-11-05;VALIDATED;2;2024-11-09 09:16:24;2024-11-05 17:11:51;4;2024-11-09 09:16:24;2;false
391;Cockpit window;68788-9488;Gantry system;Average;false;false;true;surface finish inspected;2024-10-11;ftp://inspection-server/aircraft/A380/Cockpit window/68788-9488/2024-10-11;VALIDATED;3;2024-10-14 20:59:38;2024-10-11 06:19:04;7;2024-10-14 20:59:38;3;false
392;Elevator;68001-162;Big robot arm;Average;false;false;true;surface finish inspected;2025-03-09;ftp://inspection-server/aircraft/B747/Elevator/68001-162/2025-03-09;VALIDATED;1;2025-03-11 23:53:13;2025-03-09 03:27:47;5;2025-03-11 23:53:13;1;false
393;Flap;62756-437;Rotating table plus camera;Average;true;true;false;packaging condition assessed;2025-01-01;ftp://inspection-server/aircraft/B787/Flap/62756-437/2025-01-01;PENDING;;;2025-01-01 04:14:29;5;;;false
394;Rudder;36987-1011;Complete inspection;Really bad;true;true;false;;2024-09-02;ftp://inspection-server/aircraft/B777/Rudder/36987-1011/2024-09-02;VALIDATED;3;2024-09-04 10:17:56;2024-09-02 20:58:02;10;2024-09-04 10:17:56;3;false
395;Engine cover;0603-5439;Big robot arm;Not good;true;true;false;;2024-08-23;ftp://inspection-server/aircraft/A380/Engine cover/0603-5439/2024-08-23;VALIDATED;1;2024-08-29 20:58:18;2024-08-23 06:51:22;6;2024-08-29 20:58:18;1;false
396;Fuselage panel;53808-0395;Camera only;Average;false;true;true;color consistency verified;2024-12-05;ftp://inspection-server/aircraft/B787/Fuselage panel/53808-0395/2024-12-05;VALIDATED;3;2024-12-10 12:17:39;2024-12-05 09:52:32;9;2024-12-10 12:17:39;3;false
397;Elevator;33261-672;Complete inspection;Really bad;true;false;true;;2024-10-04;ftp://inspection-server/aircraft/Elevator/33261-672/2024-10-04;VALIDATED;2;2024-10-11 04:30:33;2024-10-04 12:03:15;5;2024-10-11 04:30:33;2;false
398;Flap;16590-959;Big robot arm;Not good;true;false;false;packaging condition assessed;2025-02-25;ftp://inspection-server/aircraft/Flap/16590-959/2025-02-25;VALIDATED;3;2025-02-27 07:20:30;2025-02-25 06:12:28;7;2025-02-27 07:20:30;3;false
399;Fuselage panel;61957-1111;Gantry system;Average;true;true;false;material composition checked;2024-09-11;ftp://inspection-server/aircraft/B747/Fuselage panel/61957-1111/2024-09-11;VALIDATED;3;2024-09-15 15:37:14;2024-09-11 02:25:18;8;2024-09-15 15:37:14;3;false
